customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,cluster
13514,73,4,815.9,3,3,2,332,Loyal Customers,0
13515,72,6,1265.82,3,3,3,333,Champions,0
13516,20,4,1685.26,4,3,3,433,Champions,0
13517,59,3,2128.42,3,2,3,323,Loyal Customers,0
13518,85,1,627.16,3,1,2,312,Recent / New Customers,0
13519,77,2,343.21,3,2,2,322,Loyal Customers,0
13520,58,11,6606.0,3,4,4,344,Champions,0
13521,0,3,1071.73,4,2,3,423,Loyal Customers,0
13522,29,1,125.8,3,1,1,311,Recent / New Customers,0
13523,32,6,4534.57,3,3,4,334,Champions,0
13524,40,5,680.18,3,3,2,332,Loyal Customers,0
13525,14,2,628.78,4,2,2,422,Loyal Customers,0
13526,737,2,1182.0,1,2,3,123,Hibernating / Lost,1
13527,33,12,4541.29,3,4,4,344,Champions,0
13529,78,2,307.76,3,2,1,321,Loyal Customers,0
13530,633,1,402.98,1,1,2,112,Hibernating / Lost,1
13531,204,6,1433.07,2,3,3,233,At-Risk High Value,0
13532,33,1,210.31,3,1,1,311,Recent / New Customers,0
13533,182,3,269.09,2,2,1,221,Hibernating / Lost,0
13534,1,35,7720.9,4,4,4,444,Champions,0
13535,402,1,89.5,1,1,1,111,Hibernating / Lost,1
13536,0,7,3444.39,4,3,4,434,Champions,0
13537,425,2,717.85,1,2,2,122,Hibernating / Lost,1
13538,42,12,3103.13,3,4,4,344,Champions,0
13539,85,7,1569.36,3,3,3,333,Champions,0
13540,466,3,632.39,1,2,2,122,Hibernating / Lost,1
13541,426,2,785.25,1,2,2,122,Hibernating / Lost,1
13542,376,17,3959.4900000000002,2,4,4,244,At-Risk High Value,1
13543,633,2,1439.61,1,2,3,123,Hibernating / Lost,1
13544,39,6,790.2,3,3,2,332,Loyal Customers,0
13545,390,2,364.93,1,2,2,122,Hibernating / Lost,1
13546,11,5,1086.24,4,3,3,433,Champions,0
13547,407,1,167.08,1,1,1,111,Hibernating / Lost,1
13548,95,3,901.4399999999999,3,2,3,323,Loyal Customers,0
13549,25,8,1005.8,4,4,3,443,Champions,0
13550,382,1,342.55,1,1,2,112,Hibernating / Lost,1
13551,318,2,244.20000000000002,2,2,1,221,Hibernating / Lost,1
13552,65,22,6948.92,3,4,4,344,Champions,0
13553,674,1,499.6,1,1,2,112,Hibernating / Lost,1
13554,379,7,1629.35,2,3,3,233,At-Risk High Value,1
13555,73,13,8891.84,3,4,4,344,Champions,0
13556,428,2,200.82,1,2,1,121,Hibernating / Lost,1
13557,27,13,3032.2599999999998,3,4,4,344,Champions,0
13558,5,4,594.52,4,3,2,432,Loyal Customers,0
13559,512,2,990.0,1,2,3,123,Hibernating / Lost,1
13560,6,1,171.42000000000002,4,1,1,411,Recent / New Customers,0
13561,215,11,1803.4,2,4,3,243,At-Risk High Value,0
13562,81,8,4838.18,3,4,4,344,Champions,0
13563,83,2,777.53,3,2,2,322,Loyal Customers,0
13564,143,37,16498.97,2,4,4,244,At-Risk High Value,0
13565,18,3,414.8,4,2,2,422,Loyal Customers,0
13566,40,5,1688.6,3,3,3,333,Champions,0
13567,427,4,1079.29,1,3,3,133,At-Risk High Value,1
13568,172,1,187.05,2,1,1,211,Hibernating / Lost,0
13569,16,4,726.54,4,3,2,432,Loyal Customers,0
13570,242,1,239.49,2,1,1,211,Hibernating / Lost,0
13571,12,26,4537.26,4,4,4,444,Champions,0
13572,205,1,1384.25,2,1,3,213,Hibernating / Lost,0
13573,49,6,904.52,3,3,3,333,Champions,0
13574,410,1,404.45,1,1,2,112,Hibernating / Lost,1
13575,22,5,732.07,4,3,2,432,Loyal Customers,0
13576,9,28,11202.59,4,4,4,444,Champions,0
13577,24,11,3489.28,4,4,4,444,Champions,0
13578,408,1,147.66,1,1,1,111,Hibernating / Lost,1
13579,14,5,1374.34,4,3,3,433,Champions,0
13580,405,1,107.75,1,1,1,111,Hibernating / Lost,1
13581,308,2,280.53000000000003,2,2,1,221,Hibernating / Lost,1
13582,389,2,241.68,1,2,1,121,Hibernating / Lost,1
13583,155,2,1445.03,2,2,3,223,Hibernating / Lost,0
13584,306,3,385.7,2,2,2,222,Hibernating / Lost,1
13585,530,3,684.54,1,2,2,122,Hibernating / Lost,1
13586,540,1,127.28,1,1,1,111,Hibernating / Lost,1
13587,63,4,1673.5,3,3,3,333,Champions,0
13588,15,9,2478.95,4,4,4,444,Champions,0
13589,14,6,1120.74,4,3,3,433,Champions,0
13590,10,18,6336.04,4,4,4,444,Champions,0
13591,64,7,2093.94,3,3,3,333,Champions,0
13592,35,4,247.96,3,3,1,331,Loyal Customers,0
13593,107,14,5493.29,2,4,4,244,At-Risk High Value,0
13594,52,2,533.32,3,2,2,322,Loyal Customers,0
13595,516,3,784.48,1,2,2,122,Hibernating / Lost,1
13596,5,2,664.11,4,2,2,422,Loyal Customers,0
13597,399,2,396.71,1,2,2,122,Hibernating / Lost,1
13598,46,5,761.96,3,3,2,332,Loyal Customers,0
13599,0,33,9811.04,4,4,4,444,Champions,0
13600,311,2,518.42,2,2,2,222,Hibernating / Lost,1
13601,44,4,1159.99,3,3,3,333,Champions,0
13602,64,4,1025.17,3,3,3,333,Champions,0
13603,25,1,164.34,4,1,1,411,Recent / New Customers,0
13604,658,1,717.62,1,1,2,112,Hibernating / Lost,1
13605,386,2,522.67,1,2,2,122,Hibernating / Lost,1
13606,28,3,276.75,3,2,1,321,Loyal Customers,0
13607,39,2,1075.81,3,2,3,323,Loyal Customers,0
13608,540,1,232.05,1,1,1,111,Hibernating / Lost,1
13609,592,1,167.35,1,1,1,111,Hibernating / Lost,1
13610,11,14,2103.71,4,4,3,443,Champions,0
13611,88,10,3297.93,3,4,4,344,Champions,0
13612,632,1,818.29,1,1,2,112,Hibernating / Lost,1
13613,452,5,1039.85,1,3,3,133,At-Risk High Value,1
13614,23,6,2332.74,4,3,4,434,Champions,0
13615,318,8,6272.53,2,4,4,244,At-Risk High Value,1
13616,567,2,283.85,1,2,1,121,Hibernating / Lost,1
13617,39,8,1278.75,3,4,3,343,Champions,0
13618,173,1,177.34,2,1,1,211,Hibernating / Lost,0
13619,544,2,224.94,1,2,1,121,Hibernating / Lost,1
13620,527,1,112.34,1,1,1,111,Hibernating / Lost,1
13621,116,1,213.85,2,1,1,211,Hibernating / Lost,0
13622,695,1,658.95,1,1,2,112,Hibernating / Lost,1
13623,30,10,2533.06,3,4,4,344,Champions,0
13624,387,1,462.08,1,1,2,112,Hibernating / Lost,1
13625,596,1,301.26,1,1,1,111,Hibernating / Lost,1
13626,252,2,707.04,2,2,2,222,Hibernating / Lost,0
13627,58,7,2245.9,3,3,3,333,Champions,0
13628,675,1,310.14,1,1,1,111,Hibernating / Lost,1
13629,22,19,13370.86,4,4,4,444,Champions,0
13630,4,7,2031.78,4,3,3,433,Champions,0
13631,99,11,3070.42,2,4,4,244,At-Risk High Value,0
13632,24,8,3645.81,4,4,4,444,Champions,0
13634,32,16,5033.77,3,4,4,344,Champions,0
13635,67,4,2999.16,3,3,4,334,Champions,0
13636,36,5,949.12,3,3,3,333,Champions,0
13637,51,3,804.3,3,2,2,322,Loyal Customers,0
13638,15,1,122.64,4,1,1,411,Recent / New Customers,0
13639,73,2,1346.27,3,2,3,323,Loyal Customers,0
13640,610,1,405.0,1,1,2,112,Hibernating / Lost,1
13641,640,5,1016.47,1,3,3,133,At-Risk High Value,1
13642,215,4,472.2,2,3,2,232,Needs Attention,0
13643,30,10,2156.77,3,4,3,343,Champions,0
13644,15,4,2624.26,4,3,4,434,Champions,0
13645,119,1,252.1,2,1,1,211,Hibernating / Lost,0
13646,399,2,326.25,1,2,1,121,Hibernating / Lost,1
13647,9,8,3041.68,4,4,4,444,Champions,0
13648,399,8,1764.02,1,4,3,143,At-Risk High Value,1
13649,256,6,1453.68,2,3,3,233,At-Risk High Value,0
13650,16,10,3288.0,4,4,4,444,Champions,0
13651,34,3,226.85,3,2,1,321,Loyal Customers,0
13652,45,5,2262.05,3,3,4,334,Champions,0
13653,487,1,152.2,1,1,1,111,Hibernating / Lost,1
13654,42,11,6308.0,3,4,4,344,Champions,0
13655,113,6,2280.5099999999998,2,3,4,234,At-Risk High Value,0
13656,164,4,1078.85,2,3,3,233,At-Risk High Value,0
13657,10,2,382.14,4,2,2,422,Loyal Customers,0
13658,9,9,6025.5,4,4,4,444,Champions,0
13659,205,12,4884.68,2,4,4,244,At-Risk High Value,0
13660,399,1,306.64,1,1,1,111,Hibernating / Lost,1
13661,602,1,325.24,1,1,1,111,Hibernating / Lost,1
13662,85,11,2233.61,3,4,3,343,Champions,0
13663,178,5,2047.51,2,3,3,233,At-Risk High Value,0
13665,385,3,1711.66,1,2,3,123,Hibernating / Lost,1
13666,59,5,127.9,3,3,1,331,Loyal Customers,0
13667,148,1,299.05,2,1,1,211,Hibernating / Lost,0
13668,2,35,12948.48,4,4,4,444,Champions,0
13669,50,3,413.55,3,2,2,322,Loyal Customers,0
13670,74,1,349.7,3,1,2,312,Recent / New Customers,0
13671,394,1,172.6,1,1,1,111,Hibernating / Lost,1
13672,300,3,419.92,2,2,2,222,Hibernating / Lost,1
13673,18,2,387.44,4,2,2,422,Loyal Customers,0
13674,432,1,240.68,1,1,1,111,Hibernating / Lost,1
13675,150,2,486.82,2,2,2,222,Hibernating / Lost,0
13676,538,2,243.9,1,2,1,121,Hibernating / Lost,1
13677,404,2,551.24,1,2,2,122,Hibernating / Lost,1
13678,151,1,232.6,2,1,1,211,Hibernating / Lost,0
13679,493,3,281.26,1,2,1,121,Hibernating / Lost,1
13680,0,12,11419.67,4,4,4,444,Champions,0
13681,17,4,827.83,4,3,2,432,Loyal Customers,0
13682,186,1,59.5,2,1,1,211,Hibernating / Lost,0
13683,457,1,258.6,1,1,1,111,Hibernating / Lost,1
13684,285,4,594.88,2,3,2,232,Needs Attention,1
13685,2,7,3119.44,4,3,4,434,Champions,0
13686,182,3,409.04,2,2,2,222,Hibernating / Lost,0
13687,437,1,11880.84,1,1,4,114,Hibernating / Lost,1
13688,634,1,375.5,1,1,2,112,Hibernating / Lost,1
13689,62,2,1259.5,3,2,3,323,Loyal Customers,0
13690,58,1,172.25,3,1,1,311,Recent / New Customers,0
13691,395,1,212.78,1,1,1,111,Hibernating / Lost,1
13692,24,5,3114.4,4,3,4,434,Champions,0
13693,373,9,2011.82,2,4,3,243,At-Risk High Value,1
13694,3,143,195640.69,4,4,4,444,Champions,3
13695,30,16,2770.73,3,4,4,344,Champions,0
13696,421,3,2020.4,1,2,3,123,Hibernating / Lost,1
13697,38,1,151.3,3,1,1,311,Recent / New Customers,0
13698,596,2,451.73,1,2,2,122,Hibernating / Lost,1
13699,154,2,764.15,2,2,2,222,Hibernating / Lost,0
13700,25,13,2596.97,4,4,4,444,Champions,0
13701,446,1,161.0,1,1,1,111,Hibernating / Lost,1
13702,445,1,135.18,1,1,1,111,Hibernating / Lost,1
13703,317,2,425.56,2,2,2,222,Hibernating / Lost,1
13704,4,9,2308.06,4,4,4,444,Champions,0
13705,7,7,1717.19,4,3,3,433,Champions,0
13706,302,2,631.17,2,2,2,222,Hibernating / Lost,1
13707,266,5,3365.86,2,3,4,234,At-Risk High Value,0
13708,270,1,285.33,2,1,1,211,Hibernating / Lost,1
13709,3,18,7571.35,4,4,4,444,Champions,0
13710,31,3,509.52,3,2,2,322,Loyal Customers,0
13711,218,9,1792.26,2,4,3,243,At-Risk High Value,0
13712,246,2,766.42,2,2,2,222,Hibernating / Lost,0
13713,407,3,740.76,1,2,2,122,Hibernating / Lost,1
13714,464,1,161.35,1,1,1,111,Hibernating / Lost,1
13715,280,17,8153.04,2,4,4,244,At-Risk High Value,0
13716,268,1,138.28,2,1,1,211,Hibernating / Lost,1
13717,31,8,1763.3,3,4,3,343,Champions,0
13718,245,2,306.55,2,2,1,221,Hibernating / Lost,0
13719,14,11,2783.08,4,4,4,444,Champions,0
13720,116,4,799.9,2,3,2,232,Needs Attention,0
13721,35,2,741.54,3,2,2,322,Loyal Customers,0
13722,131,10,5635.41,2,4,4,244,At-Risk High Value,0
13723,216,6,1194.08,2,3,3,233,At-Risk High Value,0
13724,636,1,213.01,1,1,1,111,Hibernating / Lost,1
13725,49,8,1980.56,3,4,3,343,Champions,0
13726,38,2,1079.66,3,2,3,323,Loyal Customers,0
13727,28,8,1074.15,3,4,3,343,Champions,0
13728,36,16,2855.17,3,4,4,344,Champions,0
13729,435,3,724.73,1,2,2,122,Hibernating / Lost,1
13730,135,2,752.6,2,2,2,222,Hibernating / Lost,0
13731,218,2,610.59,2,2,2,222,Hibernating / Lost,0
13732,27,1,491.86,3,1,2,312,Recent / New Customers,0
13733,410,2,487.03,1,2,2,122,Hibernating / Lost,1
13734,508,4,6695.69,1,3,4,134,At-Risk High Value,1
13735,24,13,9762.77,4,4,4,444,Champions,0
13736,4,7,2752.47,4,3,4,434,Champions,0
13737,199,1,339.6,2,1,1,211,Hibernating / Lost,0
13738,395,1,434.78000000000003,1,1,2,112,Hibernating / Lost,1
13739,17,2,292.2,4,2,1,421,Loyal Customers,0
13740,240,5,1582.77,2,3,3,233,At-Risk High Value,0
13741,71,3,668.43,3,2,2,322,Loyal Customers,0
13742,16,12,3107.87,4,4,4,444,Champions,0
13743,2,7,1341.6,4,3,3,433,Champions,0
13744,94,2,1080.52,3,2,3,323,Loyal Customers,0
13745,161,2,777.36,2,2,2,222,Hibernating / Lost,0
13746,413,1,176.69,1,1,1,111,Hibernating / Lost,1
13747,373,2,169.8,2,2,1,221,Hibernating / Lost,1
13748,95,9,2064.35,3,4,3,343,Champions,0
13750,53,11,3602.18,3,4,4,344,Champions,0
13751,287,1,296.25,2,1,1,211,Hibernating / Lost,1
13752,123,7,1579.83,2,3,3,233,At-Risk High Value,0
13753,287,4,2094.57,2,3,3,233,At-Risk High Value,1
13754,151,3,447.05,2,2,2,222,Hibernating / Lost,0
13755,3,9,2108.06,4,4,3,443,Champions,0
13756,1,23,8655.95,4,4,4,444,Champions,0
13757,674,1,195.55,1,1,1,111,Hibernating / Lost,1
13758,11,15,8698.13,4,4,4,444,Champions,0
13759,32,2,659.41,3,2,2,322,Loyal Customers,0
13760,53,5,1363.6399999999999,3,3,3,333,Champions,0
13761,49,6,1952.17,3,3,3,333,Champions,0
13762,218,5,2472.48,2,3,4,234,At-Risk High Value,0
13763,62,3,5217.44,3,2,4,324,Loyal Customers,0
13764,70,6,2919.62,3,3,4,334,Champions,0
13765,652,1,352.82,1,1,2,112,Hibernating / Lost,1
13766,494,1,190.35,1,1,1,111,Hibernating / Lost,1
13767,1,73,33903.57,4,4,4,444,Champions,3
13768,726,2,875.97,1,2,3,123,Hibernating / Lost,1
13769,1,20,5478.12,4,4,4,444,Champions,0
13770,421,4,785.37,1,3,2,132,Needs Attention,1
13771,63,9,5728.82,3,4,4,344,Champions,0
13772,33,8,3100.02,3,4,4,344,Champions,0
13773,396,2,301.54,1,2,1,121,Hibernating / Lost,1
13774,81,1,345.0,3,1,2,312,Recent / New Customers,0
13775,590,1,1049.66,1,1,3,113,Hibernating / Lost,1
13776,427,2,623.98,1,2,2,122,Hibernating / Lost,1
13777,0,61,49638.26,4,4,4,444,Champions,3
13778,102,4,1124.49,2,3,3,233,At-Risk High Value,0
13779,515,1,161.13,1,1,1,111,Hibernating / Lost,1
13780,6,3,732.0699999999999,4,2,2,422,Loyal Customers,0
13781,250,3,778.83,2,2,2,222,Hibernating / Lost,0
13782,12,13,1786.08,4,4,3,443,Champions,0
13783,487,4,1542.09,1,3,3,133,At-Risk High Value,1
13784,9,14,2910.23,4,4,4,444,Champions,0
13785,428,4,542.49,1,3,2,132,Needs Attention,1
13786,366,6,3127.99,2,3,4,234,At-Risk High Value,1
13787,75,6,1222.5,3,3,3,333,Champions,0
13788,504,1,3.75,1,1,1,111,Hibernating / Lost,1
13789,387,1,239.46,1,1,1,111,Hibernating / Lost,1
13790,3,1,348.8,4,1,2,412,Recent / New Customers,0
13791,127,2,1516.0,2,2,3,223,Hibernating / Lost,0
13792,65,3,383.95,3,2,2,322,Loyal Customers,0
13793,646,1,96.0,1,1,1,111,Hibernating / Lost,1
13794,546,1,126.03,1,1,1,111,Hibernating / Lost,1
13795,387,4,836.3,1,3,2,132,Needs Attention,1
13796,498,1,289.7,1,1,1,111,Hibernating / Lost,1
13797,436,3,1179.45,1,2,3,123,Hibernating / Lost,1
13798,0,110,75428.87,4,4,4,444,Champions,3
13799,116,9,2803.57,2,4,4,244,At-Risk High Value,0
13800,309,3,1679.56,2,2,3,223,Hibernating / Lost,1
13801,66,1,324.8,3,1,1,311,Recent / New Customers,0
13802,138,19,26259.11,2,4,4,244,At-Risk High Value,0
13803,254,3,1338.91,2,2,3,223,Hibernating / Lost,0
13804,30,9,3161.12,3,4,4,344,Champions,0
13805,51,2,924.5999999999999,3,2,3,323,Loyal Customers,0
13806,63,1,256.38,3,1,1,311,Recent / New Customers,0
13807,366,3,422.2,2,2,2,222,Hibernating / Lost,1
13808,5,5,1747.66,4,3,3,433,Champions,0
13809,304,3,679.6999999999999,2,2,2,222,Hibernating / Lost,1
13810,28,3,1499.01,3,2,3,323,Loyal Customers,0
13811,183,3,814.5,2,2,2,222,Hibernating / Lost,0
13812,41,3,539.0,3,2,2,322,Loyal Customers,0
13813,39,8,2765.47,3,4,4,344,Champions,0
13814,91,3,2257.32,3,2,4,324,Loyal Customers,0
13815,21,8,7475.74,4,4,4,444,Champions,0
13816,23,2,571.67,4,2,2,422,Loyal Customers,0
13817,28,2,382.98,3,2,2,322,Loyal Customers,0
13818,429,1,61.28,1,1,1,111,Hibernating / Lost,1
13819,301,6,2642.35,2,3,4,234,At-Risk High Value,1
13820,417,3,652.75,1,2,2,122,Hibernating / Lost,1
13821,144,6,1379.08,2,3,3,233,At-Risk High Value,0
13822,5,2,632.0,4,2,2,422,Loyal Customers,0
13823,18,7,3403.45,4,3,4,434,Champions,0
13824,32,12,3314.76,3,4,4,344,Champions,0
13825,621,2,255.59,1,2,1,121,Hibernating / Lost,1
13826,175,1,189.5,2,1,1,211,Hibernating / Lost,0
13827,57,3,409.8,3,2,2,322,Loyal Customers,0
13828,21,1,209.49,4,1,1,411,Recent / New Customers,0
13829,420,1,102.0,1,1,1,111,Hibernating / Lost,1
13830,581,1,156.85,1,1,1,111,Hibernating / Lost,1
13831,15,18,6585.54,4,4,4,444,Champions,0
13832,18,2,609.89,4,2,2,422,Loyal Customers,0
13833,158,2,700.41,2,2,2,222,Hibernating / Lost,0
13834,576,2,324.19,1,2,1,121,Hibernating / Lost,1
13835,24,7,1095.27,4,3,3,433,Champions,0
13836,398,2,620.37,1,2,2,122,Hibernating / Lost,1
13837,211,2,266.59,2,2,1,221,Hibernating / Lost,0
13838,5,10,1690.07,4,4,3,443,Champions,0
13839,485,1,139.95000000000002,1,1,1,111,Hibernating / Lost,1
13840,415,1,651.4,1,1,2,112,Hibernating / Lost,1
13841,252,1,85.0,2,1,1,211,Hibernating / Lost,1
13842,58,18,5319.34,3,4,4,344,Champions,0
13843,380,1,319.75,1,1,1,111,Hibernating / Lost,1
13844,10,1,361.62,4,1,2,412,Recent / New Customers,0
13845,64,1,312.98,3,1,1,311,Recent / New Customers,0
13846,24,4,1307.79,4,3,3,433,Champions,0
13847,719,1,310.72,1,1,1,111,Hibernating / Lost,1
13848,91,8,3015.0,3,4,4,344,Champions,0
13849,51,5,3469.3,3,3,4,334,Champions,0
13850,128,1,1595.48,2,1,3,213,Hibernating / Lost,0
13851,95,8,4606.46,3,4,4,344,Champions,0
13852,610,1,187.35,1,1,1,111,Hibernating / Lost,1
13853,56,1,1090.1399999999999,3,1,3,313,Recent / New Customers,0
13854,8,39,11944.56,4,4,4,444,Champions,0
13855,500,4,1310.34,1,3,3,133,At-Risk High Value,1
13856,168,11,1142.03,2,4,3,243,At-Risk High Value,0
13857,392,6,1001.01,1,3,3,133,At-Risk High Value,1
13858,56,1,216.17000000000002,3,1,1,311,Recent / New Customers,0
13859,325,2,515.86,2,2,2,222,Hibernating / Lost,1
13860,0,5,1245.9,4,3,3,433,Champions,0
13861,428,2,273.26,1,2,1,121,Hibernating / Lost,1
13862,17,9,2556.09,4,4,4,444,Champions,0
13863,247,4,1239.55,2,3,3,233,At-Risk High Value,0
13864,386,1,662.4,1,1,2,112,Hibernating / Lost,1
13865,57,4,501.56,3,3,2,332,Loyal Customers,0
13866,73,1,145.67,3,1,1,311,Recent / New Customers,0
13867,30,3,1005.09,3,2,3,323,Loyal Customers,0
13868,6,2,3192.54,4,2,4,424,Loyal Customers,0
13869,122,10,7996.87,2,4,4,244,At-Risk High Value,0
13870,1,15,5712.08,4,4,4,444,Champions,0
13871,22,17,7885.85,4,4,4,444,Champions,0
13872,526,3,919.57,1,2,3,123,Hibernating / Lost,1
13873,119,8,1038.92,2,4,3,243,At-Risk High Value,0
13874,357,7,2049.15,2,3,3,233,At-Risk High Value,1
13875,53,14,4814.37,3,4,4,344,Champions,0
13876,63,1,122.7,3,1,1,311,Recent / New Customers,0
13877,85,3,449.68,3,2,2,322,Loyal Customers,0
13878,54,4,2416.9,3,3,4,334,Champions,0
13879,645,1,395.5,1,1,2,112,Hibernating / Lost,1
13880,20,17,4293.86,4,4,4,444,Champions,0
13881,3,43,45179.1,4,4,4,444,Champions,0
13882,2,5,1191.13,4,3,3,433,Champions,0
13883,10,15,6560.0199999999995,4,4,4,444,Champions,0
13884,6,10,1825.03,4,4,3,443,Champions,0
13885,188,2,506.8,2,2,2,222,Hibernating / Lost,0
13886,70,1,243.56,3,1,1,311,Recent / New Customers,0
13887,203,1,349.55,2,1,2,212,Hibernating / Lost,0
13888,119,7,2001.59,2,4,3,243,At-Risk High Value,0
13889,92,6,1991.23,3,3,3,333,Champions,0
13890,0,14,2927.38,4,4,4,444,Champions,0
13891,377,3,859.21,2,2,2,222,Hibernating / Lost,1
13892,26,6,1267.65,3,3,3,333,Champions,0
13893,297,1,821.1,2,1,2,212,Hibernating / Lost,1
13894,23,3,564.62,4,2,2,422,Loyal Customers,0
13895,27,6,4008.52,3,3,4,334,Champions,0
13896,625,1,388.55,1,1,2,112,Hibernating / Lost,1
13897,49,3,1160.72,3,2,3,323,Loyal Customers,0
13898,325,2,686.4,2,2,2,222,Hibernating / Lost,1
13899,15,2,388.52,4,2,2,422,Loyal Customers,0
13900,182,6,1610.59,2,3,3,233,At-Risk High Value,0
13901,71,15,5676.34,3,4,4,344,Champions,0
13902,631,5,34095.26,1,3,4,134,At-Risk High Value,1
13903,399,1,165.45000000000002,1,1,1,111,Hibernating / Lost,1
13904,36,2,332.64,3,2,1,321,Loyal Customers,0
13905,732,1,312.65,1,1,1,111,Hibernating / Lost,1
13906,408,1,42.0,1,1,1,111,Hibernating / Lost,1
13907,691,1,136.79999999999998,1,1,1,111,Hibernating / Lost,1
13908,79,4,2369.55,3,3,4,334,Champions,0
13909,422,2,282.85,1,2,1,121,Hibernating / Lost,1
13911,56,20,4234.99,3,4,4,344,Champions,0
13912,423,1,124.95,1,1,1,111,Hibernating / Lost,1
13913,506,1,42.22,1,1,1,111,Hibernating / Lost,1
13914,11,2,626.45,4,2,2,422,Loyal Customers,0
13915,393,1,70.8,1,1,1,111,Hibernating / Lost,1
13916,463,4,1275.81,1,3,3,133,At-Risk High Value,1
13917,49,2,272.04,3,2,1,321,Loyal Customers,0
13918,49,2,1212.84,3,2,3,323,Loyal Customers,0
13919,58,4,1360.68,3,3,3,333,Champions,0
13920,431,4,1774.68,1,3,3,133,At-Risk High Value,1
13921,401,4,730.7,1,3,2,132,Needs Attention,1
13922,351,3,865.2,2,2,2,222,Hibernating / Lost,1
13923,53,1,351.13,3,1,2,312,Recent / New Customers,0
13924,1,6,1838.85,4,3,3,433,Champions,0
13925,92,4,678.25,3,3,2,332,Loyal Customers,0
13926,22,1,223.85,4,1,1,411,Recent / New Customers,0
13927,74,2,708.26,3,2,2,322,Loyal Customers,0
13928,10,4,464.57,4,3,2,432,Loyal Customers,0
13929,168,11,3494.1,2,4,4,244,At-Risk High Value,0
13930,57,2,337.34,3,2,1,321,Loyal Customers,0
13931,95,11,5257.38,3,4,4,344,Champions,0
13932,294,1,307.4,2,1,1,211,Hibernating / Lost,1
13933,108,2,608.79,2,2,2,222,Hibernating / Lost,0
13934,263,1,922.1,2,1,3,213,Hibernating / Lost,1
13935,596,3,6116.92,1,2,4,124,Hibernating / Lost,1
13936,179,3,939.66,2,2,3,223,Hibernating / Lost,0
13937,168,2,880.13,2,2,3,223,Hibernating / Lost,0
13938,34,1,71.66,3,1,1,311,Recent / New Customers,0
13939,22,7,1560.96,4,4,3,443,Champions,0
13940,16,4,839.14,4,3,2,432,Loyal Customers,0
13941,21,15,10027.18,4,4,4,444,Champions,0
13942,534,1,320.0,1,1,1,111,Hibernating / Lost,1
13943,577,1,246.54,1,1,1,111,Hibernating / Lost,1
13944,652,1,200.43,1,1,1,111,Hibernating / Lost,1
13945,394,2,854.15,1,2,2,122,Hibernating / Lost,1
13946,78,6,1876.23,3,3,3,333,Champions,0
13947,64,1,90.6,3,1,1,311,Recent / New Customers,0
13948,360,4,548.76,2,3,2,232,Needs Attention,1
13949,2,6,2427.3199999999997,4,3,4,434,Champions,0
13950,10,4,745.06,4,3,2,432,Loyal Customers,0
13951,175,3,674.45,2,2,2,222,Hibernating / Lost,0
13952,217,14,12823.52,2,4,4,244,At-Risk High Value,0
13953,6,12,6640.68,4,4,4,444,Champions,0
13954,1,2,439.92,4,2,2,422,Loyal Customers,0
13955,153,3,544.0699999999999,2,2,2,222,Hibernating / Lost,0
13956,4,5,1019.27,4,3,3,433,Champions,0
13957,417,3,458.25,1,2,2,122,Hibernating / Lost,1
13958,379,8,4709.23,2,4,4,244,At-Risk High Value,1
13959,78,6,1064.77,3,3,3,333,Champions,0
13960,20,2,230.22,4,2,1,421,Loyal Customers,0
13961,391,1,538.4,1,1,2,112,Hibernating / Lost,1
13962,21,3,362.8,4,2,2,422,Loyal Customers,0
13963,307,17,2860.57,2,4,4,244,At-Risk High Value,1
13964,386,2,438.9,1,2,2,122,Hibernating / Lost,1
13965,476,3,996.61,1,2,3,123,Hibernating / Lost,1
13966,434,1,384.26,1,1,2,112,Hibernating / Lost,1
13967,145,2,166.3,2,2,1,221,Hibernating / Lost,0
13968,422,1,123.66,1,1,1,111,Hibernating / Lost,1
13969,6,35,12973.46,4,4,4,444,Champions,0
13970,385,2,846.55,1,2,2,122,Hibernating / Lost,1
13971,18,14,4667.57,4,4,4,444,Champions,0
13972,70,2,190.25,3,2,1,321,Loyal Customers,0
13973,286,1,264.7,2,1,1,211,Hibernating / Lost,1
13974,48,2,677.72,3,2,2,322,Loyal Customers,0
13975,30,12,5256.4,3,4,4,344,Champions,0
13976,206,4,1192.3600000000001,2,3,3,233,At-Risk High Value,0
13977,410,1,519.81,1,1,2,112,Hibernating / Lost,1
13978,14,2,196.79,4,2,1,421,Loyal Customers,0
13979,72,7,3379.93,3,4,4,344,Champions,0
13980,59,5,768.8199999999999,3,3,2,332,Loyal Customers,0
13981,415,1,331.14,1,1,1,111,Hibernating / Lost,1
13982,38,9,3954.29,3,4,4,344,Champions,0
13983,29,21,6753.89,3,4,4,344,Champions,0
13984,26,12,1893.8,3,4,3,343,Champions,0
13985,3,22,10020.86,4,4,4,444,Champions,0
13986,16,1,320.46,4,1,1,411,Recent / New Customers,0
13987,379,2,682.54,2,2,2,222,Hibernating / Lost,1
13988,19,8,4757.8,4,4,4,444,Champions,0
13989,65,5,2026.06,3,3,3,333,Champions,0
13990,212,1,311.3,2,1,1,211,Hibernating / Lost,0
13991,11,6,852.88,4,3,2,432,Loyal Customers,0
13992,29,3,219.5,3,2,1,321,Loyal Customers,0
13993,42,19,6775.71,3,4,4,344,Champions,0
