stock_code,description,category,unit_price
85211,S/4 GROOVY CAT MAGNETS,General,11.790454545454546
84341B,SMALL PINK MAGIC CHRISTMAS TREE,General,13.507211538461538
22211,WOOD STAMP SET FLOWERS,General,10.77962962962963
22283,6 EGG HOUSE PAINTED WOOD,General,11.08655172413793
22187,GREEN CHRISTMAS TREE CARD HOLDER,General,13.036933333333334
21735,TWO DOOR CURIO CABINET,General,1.3684415584415583
48189,DOOR MAT FRIENDSHIP ,General,3.1820833333333334
48116,DOOR MAT MULTICOLOUR STRIPE,General,1.4742727272727272
79323B,BLACK CHERRY LIGHTS,General,1.8152631578947367
21257,VICTORIAN SEWING BOX MEDIUM,General,2.4565806451612904
21767,FRENCH STYLE WIRE DOOR CABINET ,General,0.8972222222222221
85068,CREAM SWEETHEART SHELF + HOOKS,General,1.093392857142857
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,General,1.2338461538461538
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,General,0.8729473684210526
84596K,JELLY BABIES YELLOW SMALL BOWL,General,1.8553738317757007
84596E,SMALL LICORICE DES PINK BOWL,General,1.3897452229299363
84596G,SMALL CHOCOLATES PINK BOWL,General,1.8058503401360544
37448,CERAMIC CAKE DESIGN SPOTTED MUG,General,0.0
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,General,2.5003592814371256
22055,MINI CAKE STAND  HANGING STRAWBERY,General,1.8074117647058825
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,General,3.2190625
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,General,0.6703211009174311
22347,PIZZA SLICE DISH,General,1.7878014184397162
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,General,2.0413953488372094
84508A,CAMOFLAGE DESIGN TEDDY,General,2.2024
79302M,"ART LIGHTS,FUNK MONKEY",General,1.2464367816091957
37502,TEA TIME MUG IN GIFT BOX,General,1.8953061224489796
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,General,2.0463448275862066
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,General,8.382868217054265
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,General,5.178805970149254
21752,GLASS CAKE STAND MIRRORED BASE,General,16.541780821917808
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,General,6.693211009174312
17129D,CLEAR COLOUR GLASS GEMS IN BAG,General,7.232966101694915
20616,CHERRY BLOSSOM PASSPORT COVER,General,6.6709756097560975
20618,QUEEN OF THE SKIES PASSPORT COVER ,General,4.093205128205128
20652,BLUE SPOTTY LUGGAGE TAG ,General,1.0751898734177214
20654,FIRST CLASS LUGGAGE TAG ,General,0.8228888888888889
20659,ECONOMY LUGGAGE TAG,General,18.253166666666665
20674,GREEN SPOTTY BOWL,General,1.6284198385236446
20694,FLORAL PINK MONSTER,General,1.5565777262180975
20714,POSY SHOPPER BAG,General,1.6237794299876085
20729,RED SPOTTY CANDY BAG,General,1.6000781249999998
20739,*USB Office Glitter Lamp,General,1.588563015312132
20761,BLUE PAISLEY SKETCHBOOK,General,1.6197139303482586
20780,BLACK EAR MUFF HEADPHONES,General,13.791666666666666
20783,HEART EAR MUFF HEADPHONES,General,1.05247311827957
20798,CLEAR MILKSHAKE GLASS,General,1.0108024691358024
20799,PINK MILKSHAKE GLASS,General,1.0007560137457043
20832,RED FLOCK LOVE HEART PHOTO FRAME,General,0.9779761904761904
20863,BLUE PATCH PENCIL CASE PINK HEART,General,1.0529533678756475
20865,PATCHWORK PENCIL CASE BUTTERFLY ,General,1.1333333333333333
20886,BOX OF 9 PEBBLE CANDLES,General,9.910117647058822
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,General,5.2037106918239
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,General,3.295157232704403
20980,36 PENCILS TUBE POSY,General,1.1134513274336282
20991,JAZZ HEARTS MAGNETIC MEMO PAD,General,11.2125
21012,ANTIQUE ALL GLASS CANDLESTICK,General,37.1471052631579
21025,SPACE FROG,General,4.525398230088496
21055,TOOL BOX SOFT TOY ,General,3.5607189542483666
21064,BOOM BOX SPEAKER BOYS,General,4.030461538461538
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,General,3.712056074766355
21110,LARGE CAKE TOWEL PINK SPOTS,General,3.928
21116,OWL DOORSTOP,General,3.909925373134328
21134,VICTORIAN METAL POSTCARD CHRISTMAS,General,3.337407407407408
21145,ANTIQUE GLASS PLACE SETTING,General,3.2620547945205485
21154,RED SPOTTY OVEN GLOVE ,General,3.5958878504672898
21160,KEEP OUT GIRLS DOOR HANGER ,General,3.1949586776859507
21164,HOME SWEET HOME METAL SIGN ,General,1.305
21165,BEWARE OF THE CAT METAL SIGN ,General,1.219344262295082
21185, HOME SWEET HOME  BLACKBOARD,General,0.92
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,General,3.224856115107914
21198,WHITE HEART CONFETTI IN TUBE,General,0.845
21249,WOODLAND  HEIGHT CHART STICKERS ,General,1.1933333333333334
21251,DINOSAUR HEIGHT CHART STICKER SET,General,0.497248322147651
21255,"FRENCH BOTTLE , LAVENDER",General,0.9813879598662208
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",General,1.819253112033195
21259,VICTORIAN SEWING BOX SMALL ,General,5.237985074626866
21266,VINTAGE SILVER TINSEL REEL,General,4.954342857142857
21283,NATURAL BARK CANDLE SMALL,General,4.730962962962964
21284,RETRO SPOT CANDLE  SMALL,General,5.14375
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,General,5.022416666666667
21328,BALLOONS  WRITING SET ,General,5.288378378378379
21330,WOODLAND ANIMAL  WRITING SET ,General,2.3585846867749423
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,General,1.739945054945055
21396,RED SPOTTY EGG CUP ,General,3.254596774193548
21444,BLUE CHALET BIRDFEEDER,General,3.3411394891944988
21445,12 PINK ROSE PEG PLACE SETTINGS,General,2.8967934782608693
21494,ROTATING LEAVES T-LIGHT HOLDER,General,1.6634511434511434
21506,"FANCY FONT BIRTHDAY CARD, ",General,1.061753246753247
21519,GIN & TONIC DIET GREETING CARD ,General,1.0233620689655172
21520,BOOZE & WOMEN GREETING CARD ,General,1.155668789808917
21529,RETRO SPOT CERAMIC TOASTRACK,General,1.1582558139534884
21541,DINOSAURS WATER TRANSFER TATTOOS ,General,1.0237931034482757
21542,WOODLAND WATER TRANSFER TATTOOS ,General,1.014021164021164
21543,BUTTERFLY WATER TRANSFER TATTOOS ,General,1.1554891304347823
21557,SET OF 6 FUNKY BEAKERS,General,0.969235294117647
21626,VINTAGE UNION JACK PENNANT,General,13.030652173913042
21642,ASSORTED TUTTI FRUTTI PEN,General,3.805757575757576
21643,ASSORTED TUTTI FRUTTI MIRROR,General,5.317458100558659
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,General,2.219422604422604
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,General,3.8059375
10123C,HEARTS WRAPPING TAPE ,General,3.0897898055701525
10123G,ARMY CAMO WRAPPING TAPE,General,5.189722222222223
10125,MINI FUNKY DESIGN TAPES,General,14.774886731391584
11001,ASSTD DESIGN RACING CAR PEN,General,1.950277777777778
15034,PAPER POCKET TRAVELING FAN ,General,19.75005988023952
15044C,PURPLE PAPER PARASOL,General,3.4211949685534595
15044D,RED PAPER PARASOL,General,3.0486486486486486
15059A,ENGLISH ROSE EDWARDIAN PARASOL,General,3.5547222222222223
21679,SKULLS  STICKERS,General,3.8097536945812807
21687,SILVER PLATE CANDLE BOWL LARGE,General,6.084099999999999
21688,SILVER PLATE CANDLE BOWL SMALL,General,3.5081904761904763
21694,SMALL REGAL  SILVER CANDLEPOT ,General,3.1752719665271965
21704,BAG 250g SWIRLY MARBLES,General,3.9567920792079208
21719,LOVELY BONBON STICKER SHEET,General,1.5078388998035364
21721,CANDY SHOP  STICKER SHEET,General,1.4362658227848102
21722,SWEET PUDDING STICKER SHEET,General,2.523993288590604
21725,SWEETIES  STICKERS,General,2.445846153846154
21746,SMALL RED SPOT  WINDMILL,General,16.174042553191487
21773,DECORATIVE ROSE BATHROOM BOTTLE,General,0.0
21808,"CHRISTMAS GARLAND STARS,TREES",General,6.578439781021898
21843,RETRO SPOT CAKE STAND,General,6.664632925472747
21883,STARS GIFT TAPE ,General,6.5509369951534735
21897,POTTING SHED CANDLE CITRONELLA,General,6.025555555555555
21899,"KEY FOB , GARAGE DESIGN",General,9.038795180722891
21935,SUKI  SHOULDER BAG,General,46.962
21942,SKULLS DESIGN FLANNEL,General,98.33333333333331
21945,STRAWBERRIES  DESIGN FLANNEL ,General,27.57413793103448
22054,MINI CAKE STAND HANGING HEARTS,General,22.129166666666663
22108,PING! MICROWAVE PLATE,General,36.4923076923077
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,General,8.787735849056604
22117,METAL SIGN HER DINNER IS SERVED ,General,16.95
22133,PINK LOVE HEART SHAPE CUP,General,7.4875
22135,LADLE LOVE HEART PINK,General,17.225771428571427
22141,CHRISTMAS CRAFT TREE TOP ANGEL,General,75.97454545454546
22144,CHRISTMAS CRAFT LITTLE FRIENDS,General,5.38790977443609
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,General,6.375
22177,5 HOOK BLACKBOARD ORGANISER ,General,1.9150310559006207
22198,"POPCORN HOLDER , LARGE",General,2.00812987012987
22208,WOOD STAMP SET THANK YOU,General,2.01027972027972
22224,WHITE LOVEBIRD LANTERN,General,0.0
22261,FELT EGG COSY WHITE RABBIT ,General,8.918455696202532
22262,FELT EGG COSY CHICKEN,General,0.0
22286,"DECORATION , WOBBLY RABBIT , METAL ",General,4.2914814814814815
22288,"DECORATION , HANGING METAL RABBIT",General,10.581818181818182
22289,"DECORATION , HANGING METAL CHICKEN",General,16.30740099009901
22311,OFFICE MUG WARMER BLACK+SILVER ,General,12.110454545454544
22312,OFFICE MUG WARMER POLKADOT,General,0.9670175438596492
22324,BLUE POLKADOT KIDS BAG,General,0.6158350100603621
30086C,ASSORTED FRUIT STRAWS,General,1.0366666666666666
35471A,SET OF 3 BIRD L.BLUE FEATHER,General,0.906816143497758
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,General,0.9370258620689654
35594,WOODEN CHRISTMAS TREE 3 HANGING,General,1.0066800804828977
35598B,BLACK CHRISTMAS TREE 60CM,General,1.4852258064516128
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,General,6.006907894736842
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,General,5.123461538461539
35961,FOLKART ZINC HEART CHRISTMAS DEC,General,6.045347593582888
37422,WHITE WITH BLACK CATS BOWL,General,12.988780487804878
37462B,"PET MUG, BUDGIE",General,12.475882352941175
37464,ROBOT MUG IN DISPLAY BOX,General,0.4507857142857143
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,General,0.4856195965417867
37508,NEW ENGLAND CERAMIC CAKE SERVER,General,0.4648843930635838
47471,RAINBOW PEGS PHOTO CLIP STRING,General,3.7641509433962255
47587A,PINK FAIRY CAKE COASTER,General,0.5017924528301887
47598,NEW ENGLAND EGG WARMER,General,0.4914074074074074
51014A,"FEATHER PEN,HOT PINK",General,0.4997448979591837
51014C,"FEATHER PEN,COAL BLACK",General,3.571025641025641
71143,SILVER BOOK MARK WITH BEADS,General,1.2460964912280703
72051S,BAG OF SILVER STONES,General,0.9892125984251968
72598,SET/12 TAPER CANDLES,General,1.1663972286374134
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,General,5.648280542986425
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,General,5.645392156862745
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,General,1.7724770642201837
77081,FLOWER WINDMILL,General,1.8499099099099097
79026B,"S/4 ICON COASTER,ELVIS LIVES",General,1.6812727272727273
79030A,"TUMBLER, ENGLISH ROSE",General,0.7250331125827815
79160,HEART SHAPE WIRELESS DOORBELL,General,0.7237003058103976
79164,BLACK WINE GLASS,General,0.7140520446096653
79303D,LILAC FLOWER BLOCK TABLE LAMP,General,4.638235294117648
82076,BEECH WOOD PHOTO FRAME ,General,4.906470588235294
82093,HEART SHAPE BUTTON FRAME ,General,1.6012727272727272
82553,POP'S GREASY SPOON METAL SIGN,General,1.318181818181818
82578,KITCHEN METAL SIGN,General,1.132826086956522
82583,HOT BATHS METAL SIGN,General,1.506395348837209
82607C,GLASS BONBON JAR. SUPERFINES,General,1.4540794223826714
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",General,1.3511333333333333
84006,MAGIC TREE -PAPER FLOWERS,General,1.4932642487046632
84030C,KNITTED RAINBOW HOT WATER BOTTLE,General,0.2632175925925926
84251G,"GREETING CARD, OVERCROWDED POOL.",General,0.4511379310344827
84279B,CHERRY BLOSSOM DECORATIVE FLASK,General,2.260933062880324
84313B,BLUE TV TRAY TABLE ,General,2.05228813559322
84378,SET OF 3 HEART COOKIE CUTTERS,General,0.0
84459A,PINK METAL CHICKEN HEART ,General,4.259444444444444
84510B,SET OF 4 FAIRY CAKES COASTERS ,General,7.291030927835052
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,General,2.725
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,General,5.373258426966292
84558A,3D DOG PICTURE PLAYING CARDS,General,4.291958041958042
84673B,BLUE FLY SWAT,General,2.948333333333333
84686,BEACH HUT MIRROR,General,12.034284890426758
84750A,PINK SMALL GLASS CAKE STAND,General,3.298370786516854
84877B,GREEN ROUND COMPACT MIRROR,General,2.144244186046512
84902,PINK KNITTED COW STUFFED TOY,General,3.912877697841727
84926C,FAIRY CAKES TILE COASTER,General,3.2754794520547943
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,General,3.755379310344827
84937,KASHMIR FOLKART TUMBLERS,General,3.949391304347826
84944,SET OF 6 KASHMIR FOLKART BAUBLES,General,3.985723270440252
85015,SET OF 12  VINTAGE POSTCARD SET,General,4.633333333333334
85016,SET OF 6 VINTAGE NOTELETS KIT,General,3.85
85017A,ENVELOPE 50 ROMANTIC IMAGES,General,2.585
85017C,ENVELOPE 50 CURIOUS IMAGES,General,0.0
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,General,3.41
85031A,ROMANTIC IMAGES SCRAP BOOK SET,General,2.0460000000000003
85031B,BLOSSOM IMAGES SCRAP BOOK SET,General,0.0
85031C,CURIOUS IMAGES SCRAP BOOK SET,General,5.17
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,General,0.0
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,General,0.0
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,General,2.7442956120092377
85086A,CANDY SPOT HEART DECORATION,General,2.589968152866242
85112,S/3 TEAR DROP CUT GLASS DECORATION,General,1.7554209445585216
85114B,IVORY ENCHANTED FOREST PLACEMAT,General,1.5207692307692309
85116,BLACK CANDELABRA T-LIGHT HOLDER,General,1.60375
85129D,BEADED CRYSTAL HEART PINK SMALL,General,1.3103333333333331
85130A,BEADED PEARL HEART WHITE LARGE,General,1.5422965116279068
85135B,BLUE DRAGONFLY HELICOPTER,General,1.7086737089201878
85136A,YELLOW SHARK HELICOPTER,General,1.5376
85180B,PINK HEARTS LIGHT CHAIN ,General,1.6504205607476636
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,General,1.8260909090909088
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,General,1.7032352941176472
85185B,PINK HORSE SOCK PUPPET,General,1.9802857142857144
85185D,FROG SOCK PUPPET,General,1.56270136307311
85186A,EASTER BUNNY GARLAND OF FLOWERS,General,1.0553206650831353
85186C,BUNNY EGG GARLAND,General,0.7584276729559749
85199S,SMALL HANGING IVORY/RED WOOD BIRD,General,0.6552818991097923
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,General,0.8299166666666667
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,General,0.7753488372093023
90005A,JADE GREEN ENAMEL HAIR COMB,General,0.7360256410256409
90039D,FIRE POLISHED GLASS BRACELET GREEN,General,1.0022754491017964
90040D,MURANO STYLE GLASS BRACELET PINK,General,4.577894736842105
90081C,LILY BROOCH OLIVE COLOUR,General,1.5540298507462686
90120C,GREEN MURANO TWIST BRACELET,General,3.7094630872483214
90158,ST TROPEZ NECKLACE,General,1.5217551462621883
90171,DAISY RING,General,1.563601789709172
90175C,BLUE GLASS CHUNKY CHARM BRACELET,General,4.780434782608696
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,General,1.7280228136882128
90188,DROP EARRINGS W FLOWER & LEAF,General,4.772967032967033
90192,JADE DROP EARRINGS W FILIGREE,General,2.4885436893203883
90206C,CRYSTAL DIAMANTE STAR BROOCH,General,3.0437288135593223
90208,PAIR OF ENAMEL FLOWER CLUSTER SLIDE,General,2.926967213114754
DCGS0058,MISO PRETTY  GUM,General,0.8083836858006042
DCGS0068,DOGS NIGHT COLLAR,General,0.8588041002277904
DOT,DOTCOM POSTAGE,General,0.8071718538565629
85090,CANDY SPOT APRON,General,0.7746653543307087
21121,SET/10 RED SPOTTY PARTY CANDLES,General,2.458433179723502
90167,BEADED LOVE HEART JEWELLERY SET,General,2.0620645161290323
72023F,RED ORGANIC CANDLE IN GLASS,General,1.6975836431226767
85172,HYACINTH BULB T-LIGHT CANDLES,General,8.424657836644592
21469,POLKA DOT RAFFIA FOOD COVER,General,2.2772512437810946
21898,POTTING SHED ROSE CANDLE,General,2.46309500489716
20771,CHRYSANTHEMUM  JOURNAL,General,0.0
72815,3 WICK CHRISTMAS BRIAR CANDLE ,General,1.7296491228070174
47504G,ENGLISH ROSE TAPE MEASURE,General,2.034428969359332
84986B,SET OF 36 SILVER PAPER DOILIES,General,4.666651216685979
20684,STRAWBERRY DREAM CHILDS UMBRELLA,General,4.381624203821656
85006,SET 4 NURSERY DES ROUND BOXES,General,1.446378802747792
85199L,LARGE HANGING IVORY & RED WOOD BIRD,General,1.393662100456621
21556,CERAMIC STRAWBERRY MONEY BOX,General,0.5165869853917663
82081,PINK HEARTS PHOTO ALBUM,General,0.4972301425661914
47504E,ENGLISH ROSE SCISSORS,General,0.5212860576923076
84934,ASSTD DESIGN POP ART SLIM PEN,General,4.234999999999999
21877,HOME SWEET HOME MUG,General,0.0
21398,RED  SPOTTY COFFEE  MUG,General,8.826302729528535
16161U,"WRAP,SUKI AND FRIENDS",General,8.36312
21497,FANCY FONTS BIRTHDAY WRAP,General,8.400461538461538
22051,BLUE SCANDINAVIAN PAISLEY WRAP,General,1.5644886363636366
22116,METAL SIGN HIS DINNER IS SERVED,General,1.586953642384106
21042,RED SPOTTY APRON ,General,1.6521739130434785
20615,BLUE SPOTTY PASSPORT COVER,General,2.4585359801488837
20887,BOX OF 6 PEBBLE CANDLES,General,2.4923973825104104
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,General,2.5158254545454546
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,General,2.5211585866885784
35004G,SET OF 3 GOLD FLYING DUCKS,General,2.431676646706587
71053,WHITE METAL LANTERN,General,2.450671755725191
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,General,2.205994623655914
72529w,WHITE ADVENT CANDLE,General,2.3293284365162643
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,General,3.617990867579909
79072,TEATIME CAKE TIN WITH HANDLE,General,3.576512968299712
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,General,1.270978723404255
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",General,1.110794701986755
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",General,1.159764150943396
37340,MULTICOLOUR SPRING FLOWER MUG,General,1.2675686274509803
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,General,0.99955223880597
84873a,FUNKY FLOWER PICNIC BAG FOR 4,General,1.7179872204472844
85114b,IVORY ENCHANTED FOREST PLACEMAT,General,1.8825
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,General,1.776063829787234
21192,WHITE BELL HONEYCOMB PAPER ,General,2.0681818181818183
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,General,8.525065104166666
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,General,0.4183976833976833
85132a,CHARLIE + LOLA BISCUITS TINS,General,1.6411494252873564
18098c,PORCELAIN BUTTERFLY OIL BURNER,General,1.774093023255814
20661,BLUE SPOTTY PURSE ,General,1.9831763285024155
48173c,DOOR MAT BLACK FLOCK ,General,0.6288023088023089
79070b,ENGLISH ROSE SQUARE CAKE TINS,General,0.7659741550695826
84030c,KNITTED RAINBOW HOT WATER BOTTLE,General,0.7108604206500957
84558a,3D DOG PICTURE PLAYING CARDS,General,0.3858073654390935
21478,SILVER SKULL HOT WATER BOTTLE ,General,0.4607537688442211
22058,CERAMIC LOVE HEARTS DESIGN MUG,General,0.4492207792207792
22308,TEA COSY BLUE STRIPE,General,0.4167638483965014
47518f,ICON PLACEMAT POP ART ELVIS,General,0.409127659574468
15056bl,EDWARDIAN PARASOL BLACK,General,0.4083884297520661
21153,RED SPOTTY TABLECLOTH ,General,0.4148975409836065
21189,WHITE HONEYCOMB PAPER GARLAND ,General,0.7282382133995038
21307,SET/4 BUTTERFLY MIRROR MAGNETS,General,0.9514918414918416
35004c,SET OF 3 COLOURED  FLYING DUCKS,General,1.0772378138847858
17181,CIRCLE OF FRIENDS CANDLE HOLDER,General,2.264903846153846
21596,Hypochondriac Pill Stress Ball,General,2.24953642384106
21658,GLASS  BEURRE DISH,General,2.417856115107914
35965,FOLKART HEART NAPKIN RINGS,General,2.27432119205298
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,General,3.375
85040a,S/4 PINK FLOWER CANDLES IN BOWL,General,27.776666666666667
85127,SMALL SQUARE CUT GLASS CANDLESTICK,General,1.7794650205761315
85164b,BLACK BAROQUE CUCKOO CLOCK,General,0.0
M,Manual,General,0.5303811659192825
21349,IVY HEART WREATH,General,0.5543612334801762
21914,BLUE HARMONICA IN BOX ,General,0.5347796610169491
22164,STRING OF STARS CARD HOLDER,General,0.5344474393530997
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,General,0.5215614236509759
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,General,0.5274521072796935
21419,CONCH SHELL,General,0.5075443262411348
22136,LOVE HEART SOCK HANGER,General,0.4624722222222222
84705b,FAIRY CAKES PHOTO FRAME,General,0.5158333333333334
84767,ZINC POLICE BOX LANTERN,General,0.4652252252252252
20784,RED RETRO BAR STOOL,General,0.4738167938931297
21157,RED SPOTTY WASHBAG,General,0.4279047619047619
22200,FRYING PAN PINK POLKADOT ,General,0.5453619302949061
35004s,SET OF 3 SILVER FLYING DUCKS,General,0.4916428571428571
84509c,DOTTY PLACEMATS ,General,0.5207951070336391
84951b,S/4 BLACK LOVEBIRD COASTERS,General,0.4182222222222222
22193,RED DINER WALL CLOCK,General,0.4148387096774193
22340,NOEL GARLAND PAINTED ZINC ,General,0.416595744680851
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,General,3.5314089347079034
37482p,CUBIC MUG PINK POLKA DOT,General,0.4056944444444444
79321,CHILLI LIGHTS,General,0.3298518518518518
85114c,RED ENCHANTED FOREST PLACEMAT,General,0.3234020618556701
21820,GLITTER HEART GARLAND WITH BELLS ,General,0.4189233954451345
22318,FIVE HEART HANGING DECORATION,General,0.4184761904761904
46000P,POLYESTER FILLER PAD 65CMx65CM,General,0.4176691729323308
46000M,POLYESTER FILLER PAD 45x45cm,General,0.4192307692307692
21685,MEDINA STAMPED METAL TRAY ,General,0.2959016393442623
84658,WHITE STITCHED CUSHION COVER,General,0.4116666666666667
21692,SILVER LATTICE VANILLA CANDLE POT,General,0.4157983193277311
21691,SILVER VANILLA FLOWER CANDLE POT,General,0.412
90199B,5 STRAND GLASS NECKLACE AMETHYST,General,1.497032967032967
21814,HEART T-LIGHT HOLDER ,General,2.092705882352941
47570B,TEA TIME TABLE CLOTH,General,2.1373017902813296
20658,RED SPOTTY LUGGAGE TAG,General,1.8664864864864863
21355,TOAST ITS - I LOVE YOU ,General,2.008514492753623
72814,SET/3 CHRISTMAS BRIAR CANDLES,General,1.5955645161290322
85125,SMALL ROUND CUT GLASS CANDLESTICK,General,1.7502242990654209
85126,LARGE ROUND CUTGLASS CANDLESTICK,General,9.59505617977528
72529W,WHITE ADVENT CANDLE,General,11.030487394957982
21795,SET OF 3 BLUE STRIPE BASKET,General,2.293103448275862
21796,SET OF 3 RED STRIPE BASKETS,General,3.606243523316062
15036,ASSORTED COLOURS SILK FAN,General,2.1106330749354005
21742,LARGE ROUND WICKER PLATTER ,General,1.4282758620689655
21221,SET/4 BADGES CUTE CREATURES,General,1.14
84559B,3D SHEET OF CAT STICKERS,General,2.069244604316547
84559D,3D SHEET OF SEA WORLD STICKERS,General,2.248859060402685
15056P,EDWARDIAN PARASOL PINK,General,2.9719713261648746
84199,GLOW IN DARK DOLPHINS,General,4.005014492753623
17003,BROCADE RING PURSE ,General,3.842190812720848
16238,PARTY TIME PENCIL ERASERS,General,4.35921875
35085E,IVORY ROSE LAMPSHADE ,General,4.500575139146568
10120,DOGGY RUBBER,General,1.5235
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,General,1.8231007751937984
20723,STRAWBERRY CHARLOTTE BAG,General,1.741472081218274
47503K,ASSORTED FLORAL SECATEURS,General,2.101738428417653
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,General,2.479803536345776
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,General,1.9360084033613445
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",General,1.908896925858951
47594B,SCOTTIES DESIGN WASHBAG,General,2.203103448275862
47556B,TEA TIME TEA TOWELS ,General,1.8925071770334927
84987,SET OF 36 TEATIME PAPER DOILIES,General,3.613424283765348
85008,SET OF 3 CONEY ISLAND OVAL BOXES,General,3.2549765258215966
84709B,PINK OVAL JEWELLED MIRROR,General,3.1779411764705885
35095A,BLUE VICTORIAN FABRIC OVAL BOX,General,3.350875056382499
82581,TOILET METAL SIGN,General,3.426362637362637
20830,SILVER PHOTO FRAME,General,3.501341653666147
35095B,RED VICTORIAN FABRIC OVAL BOX,General,3.376994727592267
20831,GOLD PHOTO FRAME,General,3.665679223744292
84533B,FAIRY CAKES ROUND NESTING BOXES,General,1.2616909620991252
84792,ENCHANTED BIRD COATHANGER 5 HOOK,General,0.8272972972972973
21272,SALLE DE BAIN HOOK,General,0.9625684931506848
84406B,CREAM CUPID HEARTS COAT HANGER,General,1.2927272727272727
22214,CANDLE PLATE LACE WHITE,General,1.3911890243902438
90010E,AMBER GLASS/SILVER BRACELET,General,0.9240909090909092
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,General,0.9795636363636364
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,General,1.2516666666666667
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,General,1.2745110410094638
79328,BLUE FLOCK GLASS CANDLEHOLDER,General,1.477132867132867
22044,CHRISTMAS CARD STACK OF PRESENTS,General,2.309918699186992
18098C,PORCELAIN BUTTERFLY OIL BURNER,General,1.94859375
21112,"SWISS ROLL TOWEL, PINK  SPOTS",General,1.9910256410256408
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",General,1.5782178217821785
85034A,3 GARDENIA MORRIS BOXED CANDLES,General,4.193389830508474
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,General,5.416823529411765
20716,PARTY FOOD SHOPPER BAG,General,4.654864864864865
20730,STRAWBERRY CANDY BAG,General,3.5382089552238805
37343,SPOTS DESIGN MUG W PINK INSIDE,General,5.093021582733813
22231,JIGSAW TREE WITH BIRDHOUSE,General,3.848754512635379
21031,SPACE CADET BLACK,General,5.717957746478874
21589,SWALLOW GIANT TUBE MATCHES,General,5.831386031402274
